,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
25755,PG33225,The Memoirs of Count Carlo Gozzi; Volume the Second,"Gozzi, Carlo",1720.0,1806.0,['en'],40,"{'Longhi, Pietro, 1702-1785', 'Authors, Italian -- Biography', ""Commedia dell'arte"", 'Gozzi, Carlo, 1720-1806'}",
25760,PG3322,East Lynne,"Wood, Henry, Mrs.",1814.0,1887.0,['en'],139,"{'Domestic fiction', 'Seduction -- Fiction', 'Runaway wives -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Accident victims -- Fiction', 'Governesses -- Fiction', 'France -- Fiction', 'Illegitimate children -- Fiction'}",
25767,PG33236,The History of the European Fauna,"Scharff, R. F. (Robert Francis)",1858.0,1934.0,['en'],13,"{'Zoogeography', 'Animals -- Europe'}",
25771,PG3323,The Ward of King Canute: A Romance of the Danish Conquest,"Liljencrantz, Ottilie A. (Ottilia Adelina)",1876.0,1910.0,['en'],16,"{'Great Britain -- History -- Canute, 1017-1035 -- Fiction', 'Canute I, King of England, 995?-1035 -- Fiction'}",
25782,PG3324,A Rebellious Heroine,"Bangs, John Kendrick",1862.0,1922.0,['en'],21,{'Authors -- Fiction'},
25793,PG3325,Locrine: A Tragedy,"Swinburne, Algernon Charles",1837.0,1909.0,['en'],15,"{'Britons -- Drama', 'Tragedies'}",
25794,PG33260,Custom and Myth: New Edition,"Lang, Andrew",1844.0,1912.0,['en'],19,"{'Religion', 'Manners and customs', 'Folklore', 'Mythology'}",
25803,PG33269,"Travels in Tartary, Thibet, and China During the years 1844-5-6. Volume 2","Huc, Evariste Régis",1813.0,1860.0,['en'],45,"{'Tibet Autonomous Region (China) -- Description and travel', 'Asia, Central -- Description and travel', 'China -- Description and travel'}",
25804,PG3326,The Well-Beloved: A Sketch of a Temperament,"Hardy, Thomas",1840.0,1928.0,['en'],84,"{'Portland (England) -- Fiction', 'Mothers and daughters -- Fiction', 'Psychological fiction', 'Sculptors -- Fiction', 'Man-woman relationships -- Fiction'}",
25824,PG33288,"The Expositor's Bible: The Gospel of St. John, Vol. II","Dods, Marcus",1834.0,1909.0,['en'],31,"{'Bible. John', 'Bible. John -- Criticism, interpretation, etc.'}",
25837,PG3329,Caesar and Cleopatra,"Shaw, Bernard",1856.0,1950.0,['en'],442,"{'Caesar, Julius -- Drama', 'Antonius, Marcus, 83 B.C.?-30 B.C. -- Drama', 'Cleopatra, Queen of Egypt, -30 B.C. -- Drama'}",
25838,PG332,The Burial of the Guns,"Page, Thomas Nelson",1853.0,1922.0,['en'],43,"{'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",
25871,PG3332,The Variation of Animals and Plants under Domestication,"Darwin, Charles",1809.0,1882.0,['en'],105,"{'Plants, Cultivated', 'Domestic animals', 'Variation (Biology)'}",
25878,PG33336,"The Welsh and Their Literature: from The London Quarterly Review, January 1861, American Edition","Borrow, George",1803.0,1881.0,['en'],24,{'Welsh literature -- History and criticism'},
25900,PG33356,The Vagabond in Literature,"Compton-Rickett, Arthur",1869.0,1937.0,['en'],58,"{'English literature -- 19th century -- History and criticism', 'Bohemianism'}",
25915,PG3336,Within an Inch of His Life,"Gaboriau, Emile",1832.0,1873.0,['en'],30,"{'Detective and mystery stories', 'Fires -- Fiction', 'Arsonists -- Fiction', 'Paris (France) -- Fiction'}",
25934,PG33387,The Fortunes of Philippa: A School Story,"Brazil, Angela",1869.0,1947.0,['en'],38,"{'Schools -- England -- Juvenile fiction', 'Girls -- Juvenile fiction'}",
25940,PG33392,In and Out,"Franklin, Edgar",1879.0,1958.0,['en'],20,"{'Detective and mystery stories', 'Murder -- Fiction'}",
25942,PG33394,The Chemistry of Plant Life,"Thatcher, Roscoe Wilfred",1872.0,1933.0,['en'],82,{'Botanical chemistry'},
25952,PG33402,Henry Wadsworth Longfellow,"Higginson, Thomas Wentworth",1823.0,1911.0,['en'],42,"{'Longfellow, Henry Wadsworth, 1807-1882'}",
25954,PG33404,"Wit and Mirth: or Pills to Purge Melancholy, Vol. 6 of 6",,,,['en'],81,"{'Ballads, English', 'Songs, English'}",
25961,PG33410,A-Birding on a Bronco,"Bailey, Florence Merriam",1863.0,1948.0,['en'],21,"{'Birds', 'Birds -- California'}",
25972,PG33420,The Expositor's Bible: The Book of Exodus,"Chadwick, G. A. (George Alexander)",1840.0,1923.0,['en'],59,{'Bible. Exodus -- Commentaries'},
25992,PG33439,A Reading Book in Irish History,"Joyce, P. W. (Patrick Weston)",1827.0,1914.0,['en'],31,{'Ireland -- History'},
25998,PG33444,Sulamith: A Romance of Antiquity,"Kuprin, A. I. (Aleksandr Ivanovich)",1870.0,1938.0,['en'],60,"{'Russian fiction -- Translations into English', 'Solomon, King of Israel -- Fiction'}",
26001,PG33447,The Pencil of Nature,"Talbot, William Henry Fox",1800.0,1877.0,['en'],651,{'Photography -- Early works to 1850'},
26007,PG33452,"Harper's New Monthly Magazine, No. V, October, 1850, Volume I.",,,,['en'],29,"{'American literature -- Periodicals', 'Culture -- Periodicals', 'Civilization -- Periodicals'}",
26011,PG33456,"An Address to a Wealthy Libertine: or, the Melancholy Effects of Seduction; with a Letter from an Unfortunate Farmer's Daughter, to her Parents in Norfolk","Parkerson, James",,,['en'],19,{'English poetry'},
26012,PG33457,"An Elogy to the Memory of the late Wm. Palgrave, Esq., with Other Pieces","Parkerson, James",,,['en'],37,"{'Palgrave, William, 1745-1822 -- Poetry'}",
26024,PG33468,"Roland Cashel, Volume I (of II)","Lever, Charles James",1806.0,1872.0,['en'],109,{'Fiction'},
26025,PG33469,"Roland Cashel, Volume II (of II)","Lever, Charles James",1806.0,1872.0,['en'],91,{'Fiction'},
26028,PG33471,Stories and Ballads of the Far Past: Translated from the Norse (Icelandic and Faroese) with Introductions and Notes,"Chadwick, Nora K. (Nora Kershaw)",1891.0,1972.0,['en'],82,"{'Folk songs, Scandinavian', 'Old Norse literature -- Translations into English', 'Sagas'}",
26041,PG33483,The Eruption of Vesuvius in 1872,"Palmieri, Luigi",1807.0,1896.0,['en'],24,{'Vesuvius (Italy)'},
26042,PG33484,"Valeria, the Martyr of the Catacombs: A Tale of Early Christian Life in Rome","Withrow, W. H. (William Henry)",1839.0,1908.0,['en'],23,"{'Christian life -- History -- Early church, ca. 30-600', 'Martyrs -- Italy -- Rome -- Fiction', 'Rome (Italy) -- Church history -- Primitive and early church, ca. 30-600 -- Fiction', 'Catacombs -- Italy -- Rome -- Fiction'}",
26043,PG33485,Village Life in China: A Study in Sociology,"Smith, Arthur H.",1845.0,1932.0,['en'],100,"{'Villages', 'China -- Social life and customs'}",
26064,PG33503,The Sweating Sickness: A boke or counseill against the disease commonly called the sweate or sweatyng sicknesse,"Caius, John",1510.0,1573.0,['en'],19,"{'Sweating-sickness -- Early works to 1800', 'Medicine -- Early works to 1800'}",
26071,PG3350,The Wandering Jew — Complete,"Sue, Eugène",1804.0,1857.0,['en'],305,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Historical fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction'}",
26088,PG33525,Stories from Tagore,"Tagore, Rabindranath",1861.0,1941.0,['en'],473,"{'Tagore, Rabindranath, 1861-1941 -- Translations into English', 'Short stories, Bengali -- Translations into English', 'English language -- Textbooks for foreign speakers -- Indic', 'India -- Social life and customs -- Fiction'}",
26097,PG33533,"The Convict's Farewell: with Advice to Criminals, before and after Trial","Parkerson, James",,,['en'],6,{'English poetry'},
26122,PG33556,The Fortunes of Glencore,"Lever, Charles James",1806.0,1872.0,['en'],135,{'Fiction'},
26176,PG33604,Tony Butler,"Lever, Charles James",1806.0,1872.0,['en'],170,{'Fiction'},
26193,PG3361,"Letters to His Son, Complete: On the Fine Art of Becoming a Man of the World and a Gentleman","Chesterfield, Philip Dormer Stanhope, Earl of",1694.0,1773.0,['en'],751,{'Conduct of life'},
26204,PG3362,The Kentons,"Howells, William Dean",1837.0,1920.0,['en'],18,"{'Ohio -- Social life and customs -- Fiction', 'Europe -- Social life and customs -- Fiction', 'United States -- Social life and customs -- Fiction'}",
26226,PG3364,Dr. Breen's Practice,"Howells, William Dean",1837.0,1920.0,['en'],19,{'Women physicians -- Fiction'},
26246,PG33668,Springtime and Other Essays,"Darwin, Francis, Sir",1848.0,1925.0,['en'],23,{'Essays'},
26282,PG336,Indian Heroes and Great Chieftains,"Eastman, Charles A.",1858.0,1939.0,['en'],70,"{'Dakota Indians -- Biography', 'Indians of North America -- Biography', 'Heroes'}",
26306,PG33721,The Barren Ground Caribou of Keewatin,"Harper, Francis",1886.0,1972.0,['en'],35,"{'Caribou -- Nunavut -- Keewatin', 'Barren ground caribou'}",
26309,PG33724,"Rambles in an Old City: comprising antiquarian, historical, biographical and political associations","Madders, Susan Swain",,,['en'],12,{'Norwich (England)'},
26318,PG33732,Sketches in Verse: respectfully addressed to the Norfolk Yeomenry,"Parkerson, James",,,['en'],2,{'English poetry'},
26330,PG33743,"The History and Antiquities of the Doric Race, Vol. 1 of 2","Müller, Karl Otfried",1797.0,1840.0,['en'],41,"{'Greece -- History -- Dorian Invasions, approximately 1125-1025 B.C.', 'Greece -- Antiquities, Dorian', 'Dorians -- History'}",
26337,PG3374,The Entire March Family Trilogy,"Howells, William Dean",1837.0,1920.0,['en'],80,"{'Fiction', 'Literature -- Collections'}",
26377,PG33786,Readings from Latin Verse; With Notes,"Bushnell, Curtis C. (Curtis Clark)",1870.0,,['en'],15,"{'Latin language -- Readers -- Poetry', 'Latin poetry'}",
26389,PG33797,"Sinister Street, vol. 1","MacKenzie, Compton",1883.0,1972.0,['en'],85,"{'Bildungsromans', 'England -- Social life and customs -- Fiction', 'Illegitimate children -- Fiction'}",
26390,PG33798,"Sinister Street, vol. 2","MacKenzie, Compton",1883.0,1972.0,['en'],61,"{'Bildungsromans', 'England -- Social life and customs -- Fiction', 'Illegitimate children -- Fiction'}",
26393,PG337,Indian Boyhood,"Eastman, Charles A.",1858.0,1939.0,['en'],165,"{'Santee Indians -- Biography', 'Santee Indians -- Social life and customs', 'Indians of North America -- Biography', 'Indian children -- North America', 'Eastman, Charles Alexander, 1858-1939 -- Childhood and youth'}",
26410,PG33815,The Wisdom of Confucius: with Critical and Biographical Sketches,Confucius,-551.0,-479.0,['en'],122,"{'Ethics -- China', 'Philosophy, Chinese'}",
26411,PG33816,"The Hollow Tree and Deep Woods Book: being a new edition in one volume of ""The Hollow Tree"" and ""In The Deep Woods"" with several new stories and pictures added","Paine, Albert Bigelow",1861.0,1937.0,['en'],35,{'Animals -- Juvenile fiction'},
26443,PG33845,The Lightning Conductor: The Strange Adventures of a Motor-Car,"Williamson, A. M. (Alice Muriel)",1869.0,1933.0,['en'],27,{'Automobiles -- Fiction'},
26489,PG33887,Fairy and Folk Tales of the Irish Peasantry,,,,['en'],462,{'Tales -- Ireland'},
26503,PG3389,Literature and Life (Complete),"Howells, William Dean",1837.0,1920.0,['en'],37,"{'Short stories', 'Essays', 'Literature -- Collections'}",
26504,PG338,Old Indian Legends,Zitkala-Sa,1876.0,1938.0,['en'],219,{'Dakota Indians -- Folklore'},
26505,PG33900,"Principles of Orchestration, with Musical Examples Drawn from His Own Works","Rimsky-Korsakov, Nikolay",1844.0,1908.0,['en'],499,{'Instrumentation and orchestration'},
26510,PG33905,The Sages and Heroes of the American Revolution,"Judson, L. Carroll (Levi Carroll)",,,['en'],28,"{'United States -- History -- Revolution, 1775-1783 -- Biography'}",
26543,PG33935,Food Habits of the Thrushes of the United States,"Beal, F. E. L. (Foster Ellenborough Lascelles)",1840.0,1917.0,['en'],8,"{'Thrushes -- Food', 'Birds'}",
26561,PG33951,The Ladies' Knitting and Netting Book,"Watts, Miss",,,['en'],32,"{'Knitting -- Patterns', 'Netting -- Patterns'}",
26566,PG33956,True Politeness: A Hand-book of Etiquette for Ladies,Anonymous,,,['en'],43,"{'Etiquette for women', 'Conduct of life -- Early works to 1900'}",
26571,PG33960,What a Young Husband Ought to Know,"Stall, Sylvanus",1847.0,1915.0,['en'],114,"{'Sexual ethics', 'Sex instruction for men', 'Sexual health'}",
26579,PG33968,The Academy Boys in Camp,"Keene, S. F., Mrs.",,,['en'],9,"{'Natural history -- Juvenile fiction', 'School camps -- Juvenile fiction', 'Camping -- Juvenile fiction', 'Preparatory school students -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Students -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",
26623,PG34006,"Rustic Sounds, and Other Studies in Literature and Natural History","Darwin, Francis, Sir",1848.0,1925.0,['en'],21,"{'Darwin, George Howard, Sir, 1845-1912', 'Hales, Stephen, 1677-1761', 'Galton, Francis, 1822-1911', 'Austen, Jane, 1775-1817', 'Natural history'}",
26627,PG3400,Complete Project Gutenberg William Dean Howells Works,"Howells, William Dean",1837.0,1920.0,['en'],88,"{'American literature -- 19th century', 'Literature -- History and criticism'}",
26628,PG34010,"The History and Antiquities of the Doric Race, Vol. 2 of 2","Müller, Karl Otfried",1797.0,1840.0,['en'],34,"{'Greece -- History -- Dorian Invasions, approximately 1125-1025 B.C.', 'Greece -- Antiquities, Dorian', 'Dorians -- History'}",
26638,PG3401,The Elevator,"Howells, William Dean",1837.0,1920.0,['en'],10,"{'Comedies', 'American drama -- 19th century'}",
26641,PG34022,An Essay in Aid of a Grammar of Assent,"Newman, John Henry",1801.0,1890.0,['en'],148,"{'Faith', 'Theism'}",
26649,PG3402,The Parlor Car,"Howells, William Dean",1837.0,1920.0,['en'],7,"{'Comedies', 'American drama -- 19th century'}",
26670,PG34049,"The Settlement of Illinois, 1778-1830","Boggess, Arthur Clinton",,,['en'],32,{'Illinois -- History -- 1778-1865'},
26671,PG3404,April Hopes,"Howells, William Dean",1837.0,1920.0,['en'],22,"{'Boston (Mass.) -- Fiction', 'Love stories', 'Courtship -- Fiction'}",
26672,PG34050,Konrad Wallenrod: An Historical Poem,"Mickiewicz, Adam",1798.0,1855.0,['en'],48,"{'Wallenrod, Konrad, -1393 -- Poetry'}",
26675,PG34053,"The Palace of Pleasure, Volume 2",,,,['en'],33,"{'French fiction -- Translations into English', 'Italian fiction -- Translations into English'}",
26694,PG34070,"The American Nations, Vol. I.: Or, Outlines of a National History of the Ancient and Modern Nations of North and South America","Rafinesque, C. S. (Constantine Samuel)",1783.0,1840.0,['en'],460,"{'Taino language', 'Indians', 'Taino Indians', 'Indians -- Origin'}",
26704,PG3407,The Spell of Egypt,"Hichens, Robert",1864.0,1950.0,['en'],40,"{'Egypt -- Antiquities', 'Egypt -- Description and travel'}",
26706,PG34081,Myths & Legends of the Celtic Race,"Rolleston, T. W. (Thomas William)",1857.0,1920.0,['en'],279,"{'Mythology, Celtic', 'Celts -- Religion'}",
26708,PG34083,Stories of the Olden Time: (Historical Series—Book IV Part I),,,,['en'],103,{'Readers'},
26715,PG3408,"The Shame of Motley: being the memoir of certain transactions in the life of Lazzaro Biancomonte, of Biancomonte, sometime fool of the court of Pesaro","Sabatini, Rafael",1875.0,1950.0,['en'],29,"{'Borgia, Cesare, 1476?-1507 -- Fiction', 'Italy -- History -- 1492-1559 -- Fiction', 'Historical fiction'}",
26727,PG340,The Soul of the Indian: An Interpretation,"Eastman, Charles A.",1858.0,1939.0,['en'],121,"{'Indian philosophy -- North America', 'Indians of North America -- Religion', 'Indian mythology -- North America'}",
26729,PG34101,A Bilateral Division of the Parietal Bone in a Chimpanzee; with a Special Reference to the Oblique Sutures in the Parietal,"Hrdlička, Aleš",1869.0,1943.0,['en'],19,"{'Chimpanzees -- Abnormalities', 'Skull -- Abnormalities', 'Cranial sutures', 'Skull -- Anatomy'}",
26738,PG3410,The American Spirit in Literature: A Chronicle of Great Interpreters,"Perry, Bliss",1860.0,1954.0,['en'],59,{'American literature -- History and criticism'},
26749,PG3411,The Stokesley Secret,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],8,{'Family -- Juvenile fiction'},
26752,PG34122,Roman Society from Nero to Marcus Aurelius,"Dill, Samuel",1844.0,1924.0,['en'],69,"{'Rome -- Social life and customs', 'Rome -- Religion'}",
26755,PG34125,"The Sarva-Darsana-Samgraha: Or, Review of the Different Systems of Hindu Philosophy",Madhava,,1386.0,['en'],194,"{'Philosophy, Hindu', 'Philosophy, Indic'}",
26766,PG34135,A Book-Lover's Holidays in the Open,"Roosevelt, Theodore",1858.0,1919.0,['en'],44,"{'Birds -- Conservation', 'Books and reading -- United States', 'Southwest, New -- Description and travel', 'South America -- Description and travel', 'Hunting'}",
26797,PG34163,The Roman Poets of the Augustan Age: Virgil,"Sellar, W. Y. (William Young)",1825.0,1890.0,['en'],37,"{'Augustus, Emperor of Rome, 63 B.C.-14 A.D.-- Influence', 'Virgil -- Criticism and interpretation', 'Latin poetry -- History and criticism'}",
26804,PG3416,William Ewart Gladstone,"Bryce, James Bryce, Viscount",1838.0,1922.0,['en'],4,"{'Gladstone, W. E. (William Ewart), 1809-1898'}",
26811,PG34176,"Proverb Lore: Many sayings, wise or otherwise, on many subjects, gleaned from many sources","Hulme, F. Edward (Frederick Edward)",1841.0,1909.0,['en'],44,{'Proverbs -- History and criticism'},
26826,PG3418,Captain Brassbound's Conversion,"Shaw, Bernard",1856.0,1950.0,['en'],25,"{'British -- Morocco -- Drama', 'Pirates -- Drama', 'Self-actualization (Psychology) -- Drama', 'English drama (Comedy)', 'Man-woman relationships -- Drama', 'Revenge -- Drama'}",
26827,PG34190,H.M.S. ----,"Bower, John Graham",1886.0,1940.0,['en'],35,"{'Seafaring life -- Fiction', 'World War, 1914-1918 -- Fiction'}",
26830,PG34193,The True Benjamin Franklin,"Fisher, Sydney George",1856.0,1927.0,['en'],104,"{'Franklin, Benjamin, 1706-1790'}",
26837,PG3419,Rebecca Mary,"Donnell, Annie Hamilton",1862.0,1943.0,['en'],12,"{'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",
26838,PG341,Myths and Legends of the Sioux,"McLaughlin, Marie L.",1842.0,,['en'],216,"{'Dakota Indians -- Folklore', 'Mdewakanton Indians -- Folklore'}",
26840,PG34201,"An Amicable Controversy with a Jewish Rabbi, on The Messiah's Coming: With an Entirely New Exposition of Zechariah, on the Messiah's Kingdom","Park, John Ranicar",1778.0,1847.0,['en'],4,"{'Bible. Zechariah -- Commentaries', 'Millennium (Eschatology)', 'Messiah -- Prophecies'}",
26845,PG34206,"The Thousand and One Nights, Vol. I.: Commonly Called the Arabian Nights' Entertainments",,,,['en'],1702,"{'Fairy tales', 'Tales -- Arab countries'}",
26850,PG34210,Cathedral Cities of England,"Gilbert, George",,,['en'],26,"{'England -- Description and travel', 'Cathedrals -- England'}",
26859,PG34219,The Enchanted Castle,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],157,"{'Friendship -- Juvenile fiction', 'Castles -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Fantasy fiction, English', 'Wishes -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Rings -- Juvenile fiction', 'Great Britain -- History -- Edward VII, 1901-1910 -- Juvenile fiction'}",
26882,PG3423,"The Strolling Saint; being the confessions of the high and mighty Agostino D'Anguissola, tyrant of Mondolfo and Lord of Carmina, in the state of Piacenza","Sabatini, Rafael",1875.0,1950.0,['en'],39,"{'Italy -- History -- 1492-1559 -- Fiction', 'Historical fiction'}",
26893,PG3424,For the Term of His Natural Life,"Clarke, Marcus Andrew Hislop",1846.0,1881.0,['en'],206,"{'Historical fiction', 'Prisoners -- Fiction', 'Penal transportation -- Fiction', 'Australia -- Fiction', 'Penal colonies -- Australia -- Fiction'}",
26917,PG34271,Is Polite Society Polite? and Other Essays,"Howe, Julia Ward",1819.0,1910.0,['en'],45,{'American essays'},
26919,PG34273,Gleanings in Graveyards: A Collection of Curious Epitaphs,"Norfolk, Horatio Edward",,,['en'],54,"{'Epitaphs', 'Epitaphs -- Great Britain'}",
26925,PG34279,Handbook of Medical Entomology,"Riley, William A. (William Albert)",1876.0,,['en'],113,"{'Insect pests', 'Insects as carriers of disease', 'Medical parasitology'}",
26926,PG3427,"Kilo : being the love story of Eliph' Hewlitt, book agent","Butler, Ellis Parker",1869.0,1937.0,['en'],26,"{'Love stories', 'Book industries and trade -- Fiction'}",
